Species	Infraorder	Family	Distribution	Body mass male (Kg)	Geographic range size (log km2)	Diet	Interaction	Fleshy fruits	Dry Fruits	Seeds	Flowers	Leaves	Gum	Bark	Nectar	Fungi	Vertebrates	Insects	Main References
Callithrix (Mico)_marcai	Simiiformes	Cebidae	America	0.37	3.617210095	Frugivore	Antagonism	1	0	0	0	0	1	0	0	0	0	0	"10, 11"
Callithrix (Mico)_mauesi	Simiiformes	Cebidae	America	0.398	3.684216795	Frugivore	Antagonism	1	0	0	0	0	1	0	0	0	0	0	"10, 11"
Callithrix (Mico)_melanura	Simiiformes	Cebidae	America	1.36	5.974824751	Frugivore	Mutualism	1	1	0	0	0	1	0	0	0	0	1	"10, 11, 328"
Callithrix (Mico)_nigriceps	Simiiformes	Cebidae	America	0.39	3.742175043	Frugivore	Antagonism	1	1	0	0	0	1	0	0	0	0	0	"10, 11"
Callithrix (Mico)_saterei	Simiiformes	Cebidae	America	0.37	3.001300933	Frugivore	Antagonism	1	0	0	0	0	1	0	0	0	0	0	"10, 11"
Callithrix_aurita	Simiiformes	Cebidae	America	0.306	5.270005332	Gumnivore	Mutualism	1	1	0	0	0	1	0	0	1	0	1	"3, 10, 11, 101, 286"
Callithrix_flaviceps	Simiiformes	Cebidae	America	0.341	4.903185	Gumnivore	Antagonism	1	0	0	0	0	1	0	0	1	0	1	"3, 10, 11, 101, 209"
Callithrix_geoffroyi	Simiiformes	Cebidae	America	0.27	5.276663968	Frugivore	Antagonism	1	1	0	0	0	1	0	0	0	1	1	"10, 11, 337"
Callithrix_jacchus	Simiiformes	Cebidae	America	0.256	5.997636	Gumnivore	Mutualism	1	1	0	0	0	1	0	0	0	0	0	"3, 10, 11, 45, 106"
Callithrix_kuhlii	Simiiformes	Cebidae	America	0.375	4.677352	Frugivore	Mutualism	1	1	0	1	0	1	0	0	0	0	0	"10, 11, 347, 363, 388"
Callithrix_penicillata	Simiiformes	Cebidae	America	0.454	6.356478474	Frugivore	Antagonism	1	1	0	0	0	1	0	0	0	0	0	"10, 11, 160, 299, 453, 454"
Cebuella_pygmaea	Simiiformes	Cebidae	America	0.119	6.219611243	Gumnivore	Antagonism	1	1	0	0	0	1	0	0	0	0	1	"3, 10, 11"
Cebus_albifrons	Simiiformes	Cebidae	America	2.2	6.53019	Frugivore	Mutualism	1	0	0	0	1	0	0	0	0	0	0	"10, 11, 106, 120"
Cebus_apella	Simiiformes	Cebidae	America	3.65	6.321900627	Frugivore	Mutualism	1	0	1	1	1	0	0	1	0	0	1	"10, 11, 106, 128, 169, 189, 396"
Cebus_capucinus	Simiiformes	Cebidae	America	3.1	5.554708	Frugivore	Mutualism	1	0	0	0	1	0	0	0	0	0	1	"10, 11, 106, 462, 465"
Cebus_kaapori	Simiiformes	Cebidae	America	2.96	5.0698794	Frugivore	Mutualism	1	0	0	0	0	0	0	0	0	0	0	"10, 11, 106, 278"
Cebus_libidinosus	Simiiformes	Cebidae	America	2.96	6.604196775	Frugivore	Mutualism	1	0	1	0	0	0	0	0	0	0	1	"10, 11, 85, 106, 158, 164, 453, 455"
Cebus_nigritus	Simiiformes	Cebidae	America	2.96	6.115206313	Frugivore	Mutualism	1	0	0	0	1	0	0	0	0	1	1	"10, 11, 40, 106, 128"
Cebus_olivaceus	Simiiformes	Cebidae	America	2.655	6.358661111	Frugivore	Mutualism	1	0	0	0	1	0	0	0	0	0	1	"10, 11, 106, 441"
Cebus_xanthosternos	Simiiformes	Cebidae	America	3.05	5.500477987	Frugivore	Mutualism	1	0	1	0	0	0	0	0	0	0	0	"10, 11, 85, 106, 223"
Cercocebus_agilis	Simiiformes	Cercophitecidae	Africa	9	5.980235	Frugivore	Mutualism	1	1	1	0	1	1	1	0	0	0	1	95
Cercocebus_atys	Simiiformes	Cercophitecidae	Africa	10.2	5.64246452	Frugivore	Mutualism	1	1	1	0	0	0	0	0	0	0	1	"95, 240, 293"
Cercocebus_chrysogaster	Simiiformes	Cercophitecidae	Africa	9.61	5.155813945	Frugivore	Mutualism	1	1	1	1	1	1	1	0	0	0	1	"95, 302"
Cercocebus_galeritus	Simiiformes	Cercophitecidae	Africa	9.61	5.493734	Frugivore	Mutualism	1	1	0	0	0	1	0	0	0	0	0	"95, 470"
Cercocebus_sanjei	Simiiformes	Cercophitecidae	Africa	8	2.162259636	Frugivore	Mutualism	1	1	1	1	1	1	1	0	0	0	0	"95, 139"
Cercocebus_torquatus	Simiiformes	Cercophitecidae	Africa	11	5.870794	Frugivore	Mutualism	1	1	1	1	1	1	1	0	0	0	1	"67, 95, 300"
Cercopithecus_albogularis	Simiiformes	Cercophitecidae	Africa	7.93	4.521695115	Frugivore	Mutualism	1	0	0	0	0	0	0	0	0	0	0	"12, 94, 95, 142, 234"
Cercopithecus_ascanius	Simiiformes	Cercophitecidae	Africa	4.1	6.472314	Frugivore	Mutualism	1	0	0	0	0	0	0	1	0	0	0	"12, 94, 95, 142, 234, 259"
Cercopithecus_campbelli	Simiiformes	Cercophitecidae	Africa	4.5	5.758362	Frugivore	Mutualism	1	0	0	1	1	0	0	0	1	0	1	"12, 81, 94, 95, 142, 234, 240"
Cercopithecus_cephus	Simiiformes	Cercophitecidae	Africa	4	5.928003	Frugivore	Mutualism	1	0	1	1	1	0	0	0	0	0	1	"12, 94, 95, 142, 234, 355, 355a"
Cercopithecus_denti	Simiiformes	Cercophitecidae	Africa	4	5.776701184	Frugivore	Mutualism	1	0	0	0	0	0	0	0	0	0	1	"12, 94, 95, 142, 234"
Cercopithecus_diana	Simiiformes	Cercophitecidae	Africa	5.5	5.511202	Frugivore	Mutualism	1	0	1	1	1	1	0	0	0	0	1	"12, 60, 81, 94, 95, 107, 142, 240"
Cercopithecus_doggetti	Simiiformes	Cercophitecidae	Africa	7.93	4.21773834	Frugivore	Mutualism	1	0	1	1	1	0	0	1	0	0	1	"12, 94, 95, 142, 232, 234"
Cercopithecus_dryas	Simiiformes	Cercophitecidae	Africa	3	3.899964	Frugivore	Mutualism	1	0	0	0	0	0	0	0	0	0	0	"12, 94, 95, 142, 234"
Cercopithecus_erythrogaster	Simiiformes	Cercophitecidae	Africa	4.1	4.998729	Frugivore	Mutualism	1	0	0	0	1	0	0	0	0	0	1	"12, 94, 95, 142, 234"
Cercopithecus_erythrotis	Simiiformes	Cercophitecidae	Africa	3.6	5.046502	Frugivore	Mutualism	1	0	0	0	1	0	0	0	0	0	1	"12, 94, 95, 142, 234"
Cercopithecus_hamlyni	Simiiformes	Cercophitecidae	Africa	5.49	5.459082	Frugivore	Mutualism	1	0	0	0	1	0	0	0	0	0	0	"12, 94, 95, 142, 234"
Cercopithecus_kandti	Simiiformes	Cercophitecidae	Africa	7.93	3.698970004	Frugivore	Antagonism	1	0	0	0	1	0	0	0	0	0	1	"12, 94, 95, 142, 234, 437"
Cercopithecus_lhoesti	Simiiformes	Cercophitecidae	Africa	5.97	5.628633	Frugivore	Mutualism	1	0	0	1	1	0	0	0	0	0	1	"12, 94, 95, 142, 234"
Cercopithecus_lowei	Simiiformes	Cercophitecidae	Africa	4.5	5.316988329	Frugivore	Mutualism	1	0	0	1	1	0	0	0	1	0	1	"12, 94, 95, 142, 234"
Cercopithecus_mitis	Simiiformes	Cercophitecidae	Africa	7.93	6.507775	Frugivore	Mutualism	1	0	1	1	1	0	0	1	0	0	1	"12, 94, 95, 142, 234"
Cercopithecus_mona	Simiiformes	Cercophitecidae	Africa	4	5.797302	Frugivore	Mutualism	1	0	0	0	0	0	0	0	0	0	0	"12, 94, 95, 142, 234, 355"
Cercopithecus_neglectus	Simiiformes	Cercophitecidae	Africa	5.5	6.445605	Frugivore	Mutualism	1	0	1	1	1	0	0	0	0	0	1	"12, 94, 95, 142, 234"
Cercopithecus_nictitans	Simiiformes	Cercophitecidae	Africa	6.67	6.352914	Frugivore	Mutualism	1	0	1	1	1	0	0	0	0	0	1	"12, 77, 94, 95, 96, 142, 234, 355, 355a"
Cercopithecus_petaurista	Simiiformes	Cercophitecidae	Africa	4.4	5.745028	Frugivore	Mutualism	1	0	0	1	1	0	0	0	1	0	1	"12, 81, 94, 95, 142, 234, 240"
Cercopithecus_pogonias	Simiiformes	Cercophitecidae	Africa	4.26	6.10618	Frugivore	Mutualism	1	0	0	0	0	0	0	0	0	0	0	"12, 77, 94, 95, 142, 234, 355, 355a"
Cercopithecus_preussi	Simiiformes	Cercophitecidae	Africa	4.5	4.777239	Frugivore	Mutualism	1	0	1	0	1	0	0	0	0	0	1	"12, 94, 95, 142, 234"
Cercopithecus_roloway	Simiiformes	Cercophitecidae	Africa	5.5	4.935413777	Frugivore	Mutualism	1	1	1	1	1	0	1	0	0	0	1	"12, 94, 95, 107, 142, 234"
Cercopithecus_sclateri	Simiiformes	Cercophitecidae	Africa	3.25	4.299515	Frugivore	Mutualism	1	0	0	0	1	0	0	0	0	0	1	"12, 94, 95, 142, 234"
Cercopithecus_solatus	Simiiformes	Cercophitecidae	Africa	6.89	3.999852	Frugivore	Mutualism	1	0	1	0	1	0	0	0	0	0	1	"12, 94, 95, 142, 234"
Cercopithecus_wolfi	Simiiformes	Cercophitecidae	Africa	3.3	6.14766	Frugivore	Mutualism	1	0	1	1	1	0	0	1	0	0	1	"12, 94, 95, 142, 234"
Chiropotes_albinasus	Simiiformes	Pithecidae	America	2.5	5.837700785	Frugivore	Antagonism	1	1	1	1	0	0	0	0	0	0	1	"11, 52, 236"
Chiropotes_chiropotes	Simiiformes	Pithecidae	America	2.86	5.929225703	Frugivore	Antagonism	1	1	1	1	0	0	0	0	0	0	1	"11, 52, 236, 449"
Chiropotes_israelita	Simiiformes	Pithecidae	America	2.86	5.929225703	Frugivore	Antagonism	1	1	1	1	0	0	0	0	0	0	1	"11, 52, 236"
Chiropotes_satanas	Simiiformes	Pithecidae	America	2.9	6.22693587	Frugivore	Antagonism	1	1	1	1	0	0	0	0	0	0	1	"11, 52, 236"
Chiropotes_utahickae	Simiiformes	Pithecidae	America	2.86	5.340045408	Frugivore	Antagonism	1	1	1	1	0	0	0	0	0	0	1	"11, 52, 236"
Chlorocebus_aethiops	Simiiformes	Cercophitecidae	Africa	4.26	5.850356981	Frugivore	Mutualism	1	0	0	1	1	0	0	0	0	0	0	"12, 59, 60, 94, 95, 142, 359, 468"
Chlorocebus_cynosurus	Simiiformes	Cercophitecidae	Africa	4.26	6.291895361	Frugivore	Mutualism	1	0	0	1	1	0	0	0	0	0	0	"12, 94, 95, 142"
Chlorocebus_djamdjamensis	Simiiformes	Cercophitecidae	Africa	4.26	3.765636298	Folivore	Antagonism	1	0	0	1	1	0	0	0	0	0	0	"12, 94, 95, 142, 294"
Chlorocebus_pygerythrus	Simiiformes	Cercophitecidae	Africa	4	6.474420154	Frugivore	Mutualism	1	0	0	1	1	0	0	0	0	0	0	"12, 94, 95, 142"
Chlorocebus_sabaeus	Simiiformes	Cercophitecidae	Africa	5.9	5.990435643	Frugivore	Mutualism	1	0	0	1	1	0	0	0	0	0	1	"12, 94, 95, 142, 201, 202, 203"
Chlorocebus_tantalus	Simiiformes	Cercophitecidae	Africa	4	6.397538454	Frugivore	Mutualism	1	0	0	1	1	0	0	0	0	0	0	"12, 38, 94, 95, 142, 235, 311"
Colobus_angolensis	Simiiformes	Cercophitecidae	Africa	8.9	6.408109	Folivore	Antagonism	1	1	1	1	1	0	1	0	0	0	0	"95, 204, 282"
Colobus_guereza	Simiiformes	Cercophitecidae	Africa	11	6.515635	Folivore	Antagonism	1	1	1	1	1	0	1	0	0	0	0	"95, 200, 204, 355, 355a"
Colobus_polykomos	Simiiformes	Cercophitecidae	Africa	9.5	5.7233	Folivore	Antagonism	1	1	1	0	0	0	0	0	0	0	0	"95, 114, 204, 240, 242"
Colobus_satanas	Simiiformes	Cercophitecidae	Africa	11	5.532912	Folivore	Antagonism	1	0	1	1	1	0	0	0	0	0	0	"77, 95, 204"
Colobus_vellerosus	Simiiformes	Cercophitecidae	Africa	9.3	5.687014102	Folivore	Antagonism	1	0	0	1	1	0	0	0	0	0	0	"95, 204"
Erythrocebus_patas	Simiiformes	Cercophitecidae	Africa	12.4	6.813277	Folivore	Antagonism	1	1	1	1	1	1	0	1	0	0	1	"95, 220, 331, 359"
Gorilla_beringei	Simiiformes	Hominidae	Africa	130	4.349665984	Folivore	Antagonism	1	0	0	1	1	0	0	0	0	1	0	"95, 214, 381, 447"
Gorilla_gorilla	Simiiformes	Hominidae	Africa	145	5.821225	Folivore	Mutualism	1	0	0	0	1	0	0	0	0	1	0	"95, 214, 304, 349, 355, 370, 376, 377, 447, 473"
Homo_sapiens	Simiiformes	Hominidae	Africa	62.5	9.706432051	Frugivore	Mutualism	1	1	1	1	1	1	0	1	1	1	1	
Hylobates_agilis	Simiiformes	Hylobatidae	Asia	5.82	5.480796	Frugivore	Mutualism	1	0	0	0	1	0	0	0	0	0	1	"14, 22, 100, 214, 291, 292"
Hylobates_albibarbis	Simiiformes	Hylobatidae	Asia	5.82	5.085348432	Frugivore	Mutualism	1	0	0	1	1	0	0	0	0	0	0	"14, 22, 100, 99, 291"
Hylobates_klossii	Simiiformes	Hylobatidae	Asia	5.92	3.301029996	Frugivore	Mutualism	1	0	0	0	1	0	0	0	0	0	1	"22, 100, 214"
Hylobates_lar	Simiiformes	Hylobatidae	Asia	6.5	5.560667	Frugivore	Mutualism	1	0	0	1	1	0	0	0	0	0	1	"14, 22, 100, 214, 444"
Hylobates_moloch	Simiiformes	Hylobatidae	Asia	6.25	3.941809473	Frugivore	Mutualism	1	0	0	0	1	0	0	0	0	0	0	"22, 100"
Hylobates_muelleri	Simiiformes	Hylobatidae	Asia	5.35	5.836918	Frugivore	Mutualism	1	0	0	1	1	0	0	0	0	0	1	"22, 100, 214, 291, 292"
Hylobates_pileatus	Simiiformes	Hylobatidae	Asia	5.44	5.406966	Frugivore	Mutualism	1	0	0	0	1	0	0	0	0	0	1	"14, 22, 100, 214"
Lagothrix_cana	Simiiformes	Atelidae	America	6.5	6.089143546	Frugivore	Mutualism	1	1	1	0	0	0	0	0	0	0	0	"11, 341, 342, 343"
Lagothrix_lagotricha	Simiiformes	Atelidae	America	6.5	6.511655	Frugivore	Mutualism	1	1	1	1	1	0	0	1	0	0	1	"11, 121, 214, 406"
Lagothrix_lugens	Simiiformes	Atelidae	America	7.68	5.295404346	Frugivore	Mutualism	1	1	1	1	1	0	0	1	0	0	1	"11, 343"
Lagothrix_poeppigii	Simiiformes	Atelidae	America	7.68	5.824218283	Frugivore	Mutualism	1	0	1	1	1	0	0	0	0	0	1	"11, 125, 126"
Leontopithecus_caissara	Simiiformes	Cebidae	America	0.6	3.498172661	Frugivore	Mutualism	1	0	0	1	1	1	0	1	0	0	0	11
Leontopithecus_chrysomelas	Simiiformes	Cebidae	America	0.62	4.768689888	Frugivore	Mutualism	1	0	0	1	0	1	0	1	0	0	0	"11, 388"
Leontopithecus_chrysopygus	Simiiformes	Cebidae	America	0.572	4.713918746	Frugivore	Mutualism	1	0	0	1	0	1	0	1	0	0	0	"11, 338"
Leontopithecus_rosalia	Simiiformes	Cebidae	America	0.62	4.546740025	Frugivore	Mutualism	1	0	0	1	0	1	0	1	0	0	0	"11, 214, 261, 262, 347"
Lophocebus_albigena	Simiiformes	Cercophitecinae	Africa	7.9	6.456913	Frugivore	Mutualism	1	0	0	1	1	1	0	0	0	0	0	"67, 77, 95, 109, 214, 354, 355, 355a"
Lophocebus_aterrimus	Simiiformes	Cercophitecinae	Africa	7.84	5.547127712	Frugivore	Mutualism	1	0	0	1	1	1	0	0	0	0	0	"95, 109"
Lophocebus_opdenboschi	Simiiformes	Cercophitecinae	Africa	7.9	4.944840137	Frugivore	Mutualism	1	0	0	1	1	1	0	0	0	0	0	"95, 109"
Macaca_arctoides	Simiiformes	Cercophitecidae	Asia	10	6.453616	Frugivore	Mutualism	1	0	1	1	1	0	1	0	0	1	1	"23, 162"
Macaca_assamensis	Simiiformes	Cercophitecidae	Asia	11.3	6.186106	Frugivore	Mutualism	1	0	1	0	1	0	0	0	0	0	0	"23, 212"
Macaca_cyclopis	Simiiformes	Cercophitecidae	Asia	11.5	4.329271	Frugivore	Mutualism	1	0	0	1	1	0	1	0	0	0	1	"23, 416"
Macaca_fascicularis	Simiiformes	Cercophitecidae	Asia	6.5	6.415836	Frugivore	Mutualism	1	1	0	0	0	0	0	0	0	0	0	"23, 214, 444"
Macaca_fuscata	Simiiformes	Cercophitecidae	Asia	11.3	5.264781	Frugivore	Mutualism	1	1	1	1	1	0	1	0	1	0	1	"23, 210, 214, 283, 287, 330, 433, 490"
Macaca_hecki	Simiiformes	Cercophitecidae	Asia	11.2	4.187502249	Frugivore	Mutualism	1	1	1	0	1	0	0	0	0	0	0	"23, 373"
Macaca_leonina	Simiiformes	Cercophitecidae	Asia	7.783	6.010295014	Frugivore	Mutualism	1	1	1	0	1	0	0	0	0	0	0	23
Macaca_maura	Simiiformes	Cercophitecidae	Asia	9.72	4.292357	Frugivore	Mutualism	1	1	1	0	1	0	0	0	0	0	0	"23, 373"
Macaca_mulatta	Simiiformes	Cercophitecidae	Asia	7.7	6.781949	Frugivore	Mutualism	1	1	0	0	1	0	0	0	0	0	0	"23, 214, 279, 371"
Macaca_munzala	Simiiformes	Cercophitecidae	Asia	11.3	3.981999714	Frugivore	Mutualism	1	1	1	1	1	0	1	1	0	1	1	"23, 246, 297"
Macaca_nemestrina	Simiiformes	Cercophitecidae	Asia	9.5	6.400992	Frugivore	Mutualism	1	0	1	0	1	0	0	0	1	1	1	"23, 214"
Macaca_nigra	Simiiformes	Cercophitecidae	Asia	9.9	4.305428	Frugivore	Mutualism	1	1	1	0	1	0	0	0	1	0	1	"23, 214, 322, 373"
Macaca_nigrescens	Simiiformes	Cercophitecidae	Asia	9.5	3.795110531	Frugivore	Mutualism	1	1	1	0	1	0	0	0	0	0	0	"23, 373"
Macaca_ochreata	Simiiformes	Cercophitecidae	Asia	5.3	4.3782	Frugivore	Mutualism	1	1	1	0	1	0	0	0	0	0	0	"23, 373"
Macaca_pagensis	Simiiformes	Cercophitecidae	Asia	7.5	3.698970004	Frugivore	Mutualism	1	0	0	0	0	0	0	0	0	0	0	23
Macaca_radiata	Simiiformes	Cercophitecidae	Asia	5.14	5.762499	Frugivore	Mutualism	1	1	0	0	1	0	0	0	0	1	1	"23, 214, 245, 453"
Macaca_siberu	Simiiformes	Cercophitecidae	Asia	7.5	3.400084117	Frugivore	Mutualism	1	0	0	0	0	0	0	0	0	0	0	23
Macaca_silenus	Simiiformes	Cercophitecidae	Asia	6.5	4.717745	Frugivore	Mutualism	1	0	1	1	1	0	0	0	1	0	1	"23, 440"
Macaca_sinica	Simiiformes	Cercophitecidae	Asia	5.13	4.864791	Frugivore	Mutualism	1	0	1	0	1	0	0	0	0	0	0	"23, 214"
Macaca_sylvanus	Simiiformes	Cercophitecidae	Africa	12.5	4.942347	Frugivore	Antagonism	1	1	1	1	1	0	1	0	1	1	1	"23, 95, 214, 295, 296"
Macaca_thibetana	Simiiformes	Cercophitecidae	Asia	12.2	6.184353	Frugivore	Mutualism	1	1	0	0	1	0	0	0	0	0	0	23
Macaca_tonkeana	Simiiformes	Cercophitecidae	Asia	14.9	4.961216	Frugivore	Mutualism	1	1	1	1	1	0	1	0	1	0	1	"23, 373, 374"
Mandrillus_leucophaeus	Simiiformes	Cercophitecidae	Africa	32.3	5.147076	Frugivore	Mutualism	1	1	1	1	1	0	0	0	1	1	1	"49, 50, 95"
Mandrillus_sphinx	Simiiformes	Cercophitecidae	Africa	32.4	5.564733	Frugivore	Mutualism	1	0	1	0	1	0	0	0	0	1	0	"95, 214, 215, 253"
Miopithecus_ogouensis	Simiiformes	Cercophitecidae	Africa	1.3	5.472709661	Frugivore	Antagonism	1	0	0	0	0	0	0	0	0	0	1	95
Miopithecus_talapoin	Simiiformes	Cercophitecidae	Africa	1.13	5.875646	Frugivore	Antagonism	1	0	0	0	0	0	0	0	0	0	1	"95, 214"
Nasalis_larvatus	Simiiformes	Cercophitecidae	Asia	20	3.000975	Folivore	Antagonism	1	1	1	0	1	0	0	0	0	0	0	"14, 289, 485"
Nomascus_concolor	Simiiformes	Hylobatidae	Asia	7.79	5.155076	Frugivore	Mutualism	1	0	0	1	1	0	0	0	0	1	0	"22, 214, 150, 260"
Nomascus_gabriellae	Simiiformes	Hylobatidae	Asia	8.5	5.202848	Frugivore	Mutualism	1	0	0	1	1	0	0	0	0	1	0	22
Nomascus_hainanus	Simiiformes	Hylobatidae	Asia	7.79	1.681241237	Frugivore	Mutualism	1	0	0	1	1	0	0	0	0	1	0	22
Nomascus_leucogenys	Simiiformes	Hylobatidae	Asia	5.6	4.677352	Frugivore	Mutualism	1	0	0	1	1	0	0	0	0	1	0	22
Nomascus_siki	Simiiformes	Hylobatidae	Asia	5.6	4.260503868	Frugivore	Mutualism	1	0	0	1	1	0	0	0	0	1	0	22
Oreonax_flavicauda	Simiiformes	Atelidae	America	10	4.503634	Frugivore	Mutualism	1	0	1	0	1	0	0	0	0	0	0	11
Pan_paniscus	Simiiformes	Hominidae	Africa	39	5.519964	Frugivore	Mutualism	1	1	1	1	1	0	0	0	1	1	1	"18, 95, 214, 219, 434, 479"
Pan_troglodytes	Simiiformes	Hominidae	Africa	50	6.228003	Frugivore	Mutualism	1	1	1	1	1	0	0	0	1	1	1	"18, 95, 187, 214, 254 304, 345, 355, 479, 480"
Papio_anubis	Simiiformes	Cercophitecidae	Africa	24	6.909074401	Frugivore	Mutualism	1	1	1	1	1	0	0	0	1	1	1	"95, 211, 247, 248, 249, 250, 274"
Papio_cynocephalus	Simiiformes	Cercophitecidae	Africa	25.8	6.540579717	Frugivore	Mutualism	1	1	1	1	1	0	0	0	1	1	1	"95, 166, 211, 214, 353, 395"
Papio_hamadryas	Simiiformes	Cercophitecidae	Africa	15.35	5.593820247	Folivore	Antagonism	1	0	1	1	1	0	0	0	0	0	0	"21, 95, 211, 494"
Papio_papio	Simiiformes	Cercophitecidae	Africa	19.5	5.561101384	Frugivore	Mutualism	1	0	1	1	1	0	0	0	0	0	0	"95, 214"
Papio_ursinus	Simiiformes	Cercophitecidae	Africa	20.6	6.475089803	Frugivore	Mutualism	1	1	1	1	1	0	0	0	0	0	1	"95, 192, 400"
Piliocolobus_badius	Simiiformes	Cercophitecidae	Africa	8	6.194186	Folivore	Antagonism	1	1	1	1	1	0	1	0	0	0	0	"95, 204, 240, 282"
Piliocolobus_foai	Simiiformes	Cercophitecidae	Africa	12	3.983779458	Folivore	Antagonism	1	1	1	1	1	0	1	0	0	0	0	95
Piliocolobus_gordonorum	Simiiformes	Cercophitecidae	Africa	9.75	3.560391018	Folivore	Antagonism	1	1	1	1	1	0	1	0	0	0	0	95
Piliocolobus_kirkii	Simiiformes	Cercophitecidae	Africa	5.8	3.191451014	Folivore	Antagonism	1	1	1	1	1	0	1	0	0	0	0	397
Piliocolobus_pennantii	Simiiformes	Cercophitecidae	Africa	10.5	6.184349	Folivore	Antagonism	1	1	1	1	1	0	1	0	0	0	0	214
Piliocolobus_preussi	Simiiformes	Cercophitecidae	Africa	8.86571	4.503108	Folivore	Antagonism	1	1	1	1	1	0	1	0	0	0	0	95
Piliocolobus_rufomitratus	Simiiformes	Cercophitecidae	Africa	5.8	3.50311	Folivore	Antagonism	1	1	1	1	1	0	1	0	0	0	0	"214, 258"
Piliocolobus_tephrosceles	Simiiformes	Cercophitecidae	Africa	9.52	3.698970004	Folivore	Antagonism	1	1	1	1	1	0	1	0	0	0	0	93
Piliocolobus_tholloni	Simiiformes	Cercophitecidae	Africa	5.8	5.48533093	Folivore	Antagonism	1	1	1	1	1	0	1	0	0	0	0	95
Pithecia_aequatorialis	Simiiformes	Pitheciidae	America	2.25	5.046502	Frugivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	11
Pithecia_albicans	Simiiformes	Pitheciidae	America	3	4.981358	Frugivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	"11, 340, 340a"
Pithecia_irrorata	Simiiformes	Pitheciidae	America	2.07	6.10618	Frugivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	11
Pithecia_monachus	Simiiformes	Pitheciidae	America	2.11	6.372681913	Frugivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	11
Pithecia_pithecia	Simiiformes	Pitheciidae	America	1.5	6.147665505	Frugivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	"11, 236, 318, 452"
Pongo_abelii	Simiiformes	Hominidae	Asia	78.5	4.414973348	Frugivore	Mutualism	1	0	0	0	1	0	1	0	0	0	0	"14, 36, 167, 214, 426, 442"
Pongo_pygmaeus	Simiiformes	Hominidae	Asia	77.9	5.437167	Frugivore	Mutualism	1	0	0	0	1	0	1	0	0	0	0	"14, 36, 167, 214, 231, 270, 426, 444, 456"
Presbytis_chrysomelas	Simiiformes	Cercophitecidae	Asia	6.63	4.39681296	Folivore	Antagonism	1	0	1	0	1	0	0	0	0	0	0	14
Presbytis_comata	Simiiformes	Cercophitecidae	Asia	6.71	4.936473	Folivore	Antagonism	1	0	1	0	1	0	0	0	0	0	0	"14, 214, 383"
Presbytis_femoralis	Simiiformes	Cercophitecidae	Asia	6.62	5.678079	Folivore	Antagonism	1	0	1	0	1	0	0	0	0	0	0	"14, 214"
Presbytis_frontata	Simiiformes	Cercophitecidae	Asia	5.56	5.406966	Folivore	Antagonism	1	0	1	0	1	0	0	0	0	0	0	14
Presbytis_hosei	Simiiformes	Cercophitecidae	Asia	6.18	5.406966	Folivore	Antagonism	1	0	1	0	1	0	0	0	0	0	0	"14, 185, 214, 316"
Presbytis_melalophos	Simiiformes	Cercophitecidae	Asia	6.59	5.248314	Folivore	Antagonism	1	0	1	0	1	0	0	0	0	0	0	"14, 116, 214"
Presbytis_natunae	Simiiformes	Cercophitecidae	Asia	4.92	3.235528447	Folivore	Antagonism	1	0	1	0	1	0	0	0	0	0	0	14
Presbytis_potenziani	Simiiformes	Cercophitecidae	Asia	6.17	3.80442	Folivore	Antagonism	1	0	1	0	1	0	0	0	0	0	0	"14, 165, 191, 214"
Presbytis_rubincunda	Simiiformes	Cercophitecidae	Asia	6.29	5.862976	Folivore	Antagonism	1	0	1	0	1	0	0	0	0	0	0	"14, 116, 117, 214, 418"
Presbytis_siamensis	Simiiformes	Cercophitecidae	Asia	5.89506	5.000352409	Folivore	Antagonism	1	0	1	0	1	0	0	0	0	0	0	14
Presbytis_thomasi	Simiiformes	Cercophitecidae	Asia	6.55	4.981358	Folivore	Antagonism	1	0	1	0	1	0	0	0	0	0	0	"14, 444"
Procolobus_verus	Simiiformes	Cercophitecidae	Africa	3.35	5.480218	Folivore	Antagonism	1	0	1	1	1	0	0	0	0	0	0	"95, 204, 214, 325, 397"
Pygathrix_cinerea	Simiiformes	Cercophitecidae	Asia	10.05	4.193833062	Folivore	Antagonism	1	0	1	1	1	0	0	0	0	0	0	"214, 331"
Pygathrix_nemaeus	Simiiformes	Cercophitecidae	Asia	10.9	5.650171	Folivore	Antagonism	1	0	1	1	0	0	0	0	0	0	0	"20, 214, 276, 331"
Pygathrix_nigripes	Simiiformes	Cercophitecidae	Asia	10.33	4.781207258	Folivore	Antagonism	1	0	1	1	1	0	0	0	0	0	0	"138, 369"
Rhinopithecus_avunculus	Simiiformes	Cercophitecidae	Asia	14	3.98248	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	"20, 362"
Rhinopithecus_bieti	Simiiformes	Cercophitecidae	Asia	15	4.408089	Folivore	Antagonism	1	0	0	1	1	1	1	0	0	0	0	"20, 133, 484"
Rhinopithecus_brelichi	Simiiformes	Cercophitecidae	Asia	15.8	3.98248	Folivore	Antagonism	1	0	1	1	1	0	0	0	0	0	0	"20, 65, 66"
