file.name,GP1,GP2,GP3,GP4,GP5,Site,CatalogNo,Museum,AgeC,AgeY,Sex,DeformOriginal,DeformGrade,DeformLRS,METO,APIC,INCA,OMBL,OMBR,ASTL,ASTR,PNBL,PNBR,POSL,POSR,PCTB,ODON,TRFS,PHAR,HYPL,HYPR,PCPL,PCPR,ICCL,ICCR,SQSL,SQSR,SPSL,SPSR,MARL,MARR,TYML,TYMR,FSPL,FSPR,LPFL,LPFR,CIVL,CIVR,PTBL,PTBR,CLNL,CLNR,SOFL,SOFR,FRGL,FRGR,TRSL,TRSR,OPTL,OPTR,ORBL,ORBR,CONL,CONR,JAPL,JAPR,M3UL,M3UR,MENL,MENR,MHBL,MHBR,BUCL,BUCR,M3LL,M3LR,TRML,TRMR,ATAL,ATAR,ATBL,ATBR
AFRICARv3.csv,AF,AM,USA,,,,244086,O,2,,2,NO-OBS,999,NO-OBS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,9,9,9,9,0,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
AFRICARv3.csv,AF,AM,USA,,,,248295,O,6,,0,NO-OBS,999,NO-OBS,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9
AFRICARv3.csv,AF,AM,USA,,,,248335,O,6,,0,NO-OBS,999,NO-OBS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,2,0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,9
AFRICARv3.csv,AF,AM,USA,,,,248638,O,6,,0,NO-OBS,999,NO-OBS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,9,9,9,9,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9,9,9,9
AFRICARv3.csv,AF,AM,USA,,,,248639,O,6,,4,NO-OBS,999,NO-OBS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,9,9,9,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,9,9,9
AFRICARv3.csv,AF,AM,USA,,,,248646,O,6,,0,NO-OBS,999,NO-OBS,0,9,9,0,9,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,2,0,0,1,0,1,1,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9
AFRICARv3.csv,AF,AM,USA,,,,248674,O,6,,0,NO-OBS,999,NO-OBS,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9
AFRICARv3.csv,AF,AM,USA,,,,253293,O,6,,4,NO-OBS,999,NO-OBS,9,0,0,9,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,9,9,9,9,0,0,9,9,0,0,1,0,0,0,9,9,9,9,9,9,9,9
AFRICARv3.csv,AF,AM,USA,,,,253653,O,6,,4,NO-OBS,999,NO-OBS,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,9,9,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9
AFRICARv3.csv,AF,AM,USA,,,,253768,O,6,,0,NO-OBS,999,NO-OBS,9,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,9,9,9,0,0,9,9,0,0,0,0,0,0,9,9,9,9,9,9,9,9
AFRICARv3.csv,AF,AM,USA,,,,253856,O,2,,2,NO-OBS,999,NO-OBS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9
